School ,Subjects,lab coat,eyeglasses,facial hair,pencil/pen in pocket,unkempt appearance,test tubes,flasks,microscope,bunsen burner,experimental animals,other (symbols of research),books,filing cabinets,other (symbols of knowledge),solutions in glassware,machines,other (signs of technology),scientist gender,scientist race,overall appearance of scientist,Subjectspost,plab coat,peyeglasses,pfacial hair,ppencil/pen in pocket,punkempt appearance,ptest tubes,pflasks,pmicroscope,pbunsen burner,pexperimental animals,pother (symbols of research),pbooks,pfiling cabinets,pother (symbols of knowledge),psolutions in glassware,pmachines,pother (signs of technology),pscientist gender,pscientist race,poverall appearance of scientist,Subjectspostpost,pplab coat,ppeyeglasses,ppfacial hair,pppencil/pen in pocket,ppunkempt appearance,pptest tubes,ppflasks,ppmicroscope,ppbunsen burner,ppexperimental animals,ppother (symbols of research),ppbooks,ppfiling cabinets,ppother (symbols of knowledge),ppsolutions in glassware,ppmachines,ppother (signs of technology),ppscientist gender,ppscientist race,ppoverall appearance of scientist
Navarrete,NAV61,Y,N,N,N,N,Y,Y,N,N,N,N,n,n,desk,y,n,n,f,don't know,"S,N",NAV61,n,n,n,n,n,n,n,n,n,n,baking soda volcano,n,n,desk,n,electric fan,n,f,don't know,"S,P",NAV61,n,n,n,n,n,n,y,n,n,n,"vapor, chemicals, bubbling",n,n,table,y,n,n,m/f,don't know,N
Navarrete,NAV62,n,y,n,n,n,y,y,n,n,y,whiteboard,n,n,desk,y,n,n,m,don't know,P,NAV62,n,n,n,n,n,n,y,n,n,n,"whiteboard, science is fun logo",n,n,desk,y,van de graaph generator,n,f,don't know,P,NAV62,n,n,n,n,n,n,y,n,n,n,"beaker, chemicals, potions, bubbling, frankstein-esque",n,n,tables,y,n,n,m,don't know,S
Navarrete,NAV63,y,y,n,n,n,n,n,n,n,n,n,n,n,desk,n,computer,n,m,don't know,N,NAV63,n,y,n,y,n,n,n,n,n,n,binary,n,y,desk,n,computer,n,m,don't know,N,NAV63,n,n,n,n,n,n,n,n,n,n,"computer, meteor, studying atmosphere",n,n,desk,n,n,y(computer),m,don't know,P
Navarrete,NAV64,y,y,n,n,n,n,y,n,n,y,globe,n,n,desk,y,ionizer,n,m,don't know,E,NAV64,n,y,n,n,n,n,y,n,n,n,globe,n,n,desk,y,robotic arm,n,m,don't know,S,NAV64,n,n,n,n,n,y,y,n,n,n,"chemicals, mechanical arm, plasma ball, explosion (small)",y,n,desk,y,y(mechanical arm),n,m,don't know,N
Navarrete,NAV65,n,n,n,n,n,n,n,n,n,y,observation,n,n,n,n,n,n,f,don't know,P,NAV65,Y,Y,N,N,N,y,y,n,n,n,"whiteboard, diagrams",n,n,desk,y,n,n,f,don't know,P,NAV65,y,n,n,n,n,n,y,n,n,n,"plasma ball, vapor, chemicals, cork stopper",n,n,table,y,n,n,f,don't know,P
Navarrete,NAV66,Y,Y,N,N,N,Y,N,N,N,N,N,n,y,n,y,n,n,m,don't know,N,NAV66,n,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,light,n,m,don't know,N,NAV66,n,y,n,n,n,n,y,n,n,n,"explosion, chemicals, reaction, alert",n,n,desk,y,n,n,m,don't know,"N,E"
Navarrete,NAV67,N,N,N,N,n,n,y,n,n,n,sign extolling the virtues of a science lab,n,n,desk,y,light,n,m,don't know,P,NAV67,N,N,N,N,N,N,N,N,N,N,car engineering shop,n,n,tire care services,n,"car, light",n,m,don't know,P,NAV67,n,n,n,n,n,n,n,n,n,n,"car, mechanics",n,n,n,n,y(car),n,m,don't know,N
Navarrete,NAV68,n,y,n,n,y,n,n,n,n,y,smokestacks,n,n,n,n,electricity producing smokestacks,n,m,don't know,"P, E",NAV68,n,y,n,n,n,n,n,n,n,n,alert,n,n,n,n,flying car,n,m,don't know,P,NAV68,n,n,n,n,n,n,n,n,n,n,"car, teleportation",n,n,n,n,y(car),y(ipad),m,don't know,N
Navarrete,NAV69,N,Y,N,N,N,N,N,N,N,N,baking soda volcano,n,n,n,n,remote control,n,m,don't know,S,NAV69,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,robot ,n,f,don't know,S,NAV69,n,n,n,n,n,n,y,n,n,n,"bubbles, bubbling, chemicals, reaction",n,n,table,y,n,n,f,don't know,P
Navarrete,NAV70,y,y,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,m,don't know,P,NAV70,y,y,n,y,n,n,y,n,n,n,dry ice,n,n,n,y,n,n,f,don't know,P,NAV70,y,n,n,n,n,n,n,n,n,n,"van de graaff, diagrams, albert einstein",n,n,table,y,y(van de graaff),n,m,white,P
Navarrete,NAV71,y,y,n,n,n,n,n,n,n,y,term herpotologist,n,n,"cages, lights",n,n,n,f,don't know,P,NAV71,n,n,n,n,n,n,n,y,n,y,zoologist,n,n,n,n,n,n,f,don't know,P,NAV71,n,n,n,n,n,n,n,n,n,n,"first aid, outdoors, zebra, lion, nature",n,n,n,n,n,n,m,don't know,P
Navarrete,NAV72,n,n,n,n,n,n,n,n,n,y,n,n,n,cages/cases,n,n,n,f,don't know,P,NAV72,y,n,n,n,n,n,n,n,n,y,n,n,n,cases/cages,n,n,n,f,don't know,P,NAV72,y,n,n,n,n,n,n,n,n,n,"glass, birds",n,n,n,n,n,n,f,don't know,P
Navarrete,NAV73,n,y,n,n,n,n,n,n,n,n,battery(?),n,n,desk,n,n,UofA Lab,don't know,don't know,P,NAV73,n,n,n,n,n,n,n,y,n,n,word atoms,n,n,desk,n,n,UofA lab,don't know,don't know,P,NAV73,n,n,n,n,n,n,y,n,n,n,"battery, chemicals, computer",n,n,desk,y,n,y(computer),m,don't know,N
Navarrete,NAV74,n,n,n,n,n,n,y,n,n,y,tubing,n,n,n,y,y,n,m,dont know,S,NAV74,y,n,n,n,n,y,y,n,n,n,"tubing, bulb",n,n,desk,y,y,battery,m,don't know,P,NAV74,n,n,y,n,y,n,y,n,n,n,"chemicals, bubbling, vapor, multiple arms, deviant expression",n,n,table,y,n,n,m,don't know,S
Navarrete,NAV75,n,n,n,n,n,n,n,n,n,n,robots,n,n,"tools, teleport gun",n,y,magnet,don't know,dont know,E,NAV75,n,n,n,n,n,n,n,n,n,y,robot,n,y,n,n,y,n,don't know,don't know,E,NAV75,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV76,n,n,n,n,n,n,n,n,n,y,gas,n,n,n,n,y,n,don't know,dont know,S,NAV76,Y,n,n,n,n,y,n,n,n,y,static electicty globe,n,n,fumes,y,y,n,m,don't know,P,NAV76,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV77,n,n,n,n,n,y,y,y,n,y,diagram w organs,n,n,n,y,y,n,don't know,dont know,P,NAV77,y,n,n,n,n,n,n,n,n,y,magnifying glass,n,n,n,n,n,plants,m,don't know,P,NAV77,n,n,n,n,n,n,y,n,n,n,"vapor, explosion",n,n,table,y,n,n,m,don't know,N
Navarrete,NAV78,y,n,n,n,n,n,n,n,n,n,storm maker,n,n,n,n,y,n,f,dont know,P,NAV78,y,n,n,n,n,n,y,n,n,n,shock machine,n,n,desk,y,y,n,f,don't know,P,NAV78,n,n,n,n,n,n,y,n,n,n,"dry ice, graduated cylinder",n,n,table,n,n,n,f,don't know,P
Navarrete,NAV79,n,y,n,n,n,y,y,n,n,n,animal cells,n,n,bubbles,y,y,n,m,dont know,P,NAV79,n,n,n,y,n,y,y,n,n,y,chemicals,n,n,desk,y,n,bubbles,m,don't know,P,NAV79,y,n,n,n,n,n,n,n,n,n,"bubbling, beakers, chemicals, vapor, ""purple stuff""",n,n,table,y,n,n,f,don't know,P
Navarrete,NAV80,n,y,n,n,y,y,y,n,n,n,"frankstein family, chemicals, bubbling",n,n,desk,y,n,n,m,don't know,"E,S",NAV80,n,n,n,n,n,y,y,n,n,n,"chemicals, dry ice",n,n,desk,y,n,n,f,don't know,P,NAV80,n,n,y,n,y,n,y,n,n,n,"frankenstein, bubbling, graduated cylinder",n,n,table,y,n,n,m,don't know,S
Navarrete,NAV81,y,n,n,n,n,n,y,n,n,n,"data, chemicals, bubbling, magnifying glass",n,n,desk,y,n,n,f,don't know,N,NAV81,y,n,n,n,n,n,n,n,n,n,van de graaff,n,n,n,n,n,n,f,don't know,P,NAV81,y,y,n,n,n,n,y,n,n,n,"racquetball, van de graaff, smoke",n,n,table,y,n,y(van de graaff),m/f,don't know,P
Navarrete,NAV82,y,n,n,y,n,n,n,n,n,n,"rockets, NASA, sun, clouds",n,n,n,n,y(rockets),n,m,don't know,P,NAV82,n,n,n,n,n,n,n,n,n,n,"rocket, space, planets, stars, orbiting",n,n,n,n,y(rocket),n,f,don't know,P,NAV82,n,n,n,n,n,n,n,n,n,n,"calculations, rocket ship, takeoff",n,n,n,n,y(rocket ship),n,f,don't know,P
Navarrete,NAV83,n,n,n,n,n,n,n,n,n,n,"n- shark, caged person, boat",n,n,n,n,n,n,n,don't know,N,NAV83,y,y,n,n,n,n,y,n,n,n,"vapor, planet",n,n,desk,n,n,n,both,don't know,P,NAV83,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV84,y,n,n,n,n,n,n,n,n,n,"magnets, hoverboard",n,n,desk,n,n,y(hoverboard),m,don't know,P,NAV84,y,y,n,n,n,n,n,n,n,n,"beaker, dry ice",n,n,n,n,n,n,m,don't know,P,NAV84,n,n,n,n,y,n,y,n,n,y*not actually being tested on-a gorilla is taking a test?,"tank with human, volcano, gorilla taking test, chemicals, bubbling",n,n,tables,y,n,n,m,don't know,S
Navarrete,NAV85,n,n,n,n,n,n,y,n,n,n,"chemicals, bubbling, goggles",n,n,desk,y,n,n,f,don't know,N,NAV85,n,n,n,n,n,n,y,n,n,n,"chemicals, goggles",n,n,desk,y,n,n,f,don't know,N,NAV85,y,n,n,n,y,n,y,n,n,n,"chemicals, spilled",n,n,workbench,y,n,n,m,don't know,E
Navarrete,NAV86,n,n,n,n,n,y,y,n,n,n,"beakers, plants, experiment, chemicals, clock",n,n,"desk, shelves",y,n,n,f,don't know,P,NAV86,n,n,n,n,n,y,y,n,n,n,"chemicals, plant, beakers, books",y,n,"desk,shelves",y,n,n,f,don't know ,P,NAV86,n,y,n,n,n,y,y,y,n,n,"chemicals, bubbling, rainbows, overflowing, random shapes in test tubes",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV87,y,y,n,n,n,n,y,n,n,n,"graduated cylinder, explosion, chemicals, shark, shark cage, ocean",n,n,desk,y,n,n,m,don't know,P,NAV87,n,y,n,n,n,n,n,n,n,n,"snack, ""subway maker""",n,n,n,n,n,"y(""subway maker"")",m,don't know,N,NAV87,n,y,y,n,n,n,n,n,n,n,"bird watching, bird, outdoors",n,n,n,n,y(can't tell),n,m,don't know,P
Navarrete,NAV88,n,y,y,n,n,y,y,y,n,n,"plant cells, vapor, chemicals, plants, beaker",n,n,desk,y,n,n,m,don't know,P,NAV88,n,n,n,n,n,n,y,y,n,n,"magnifying glass, chemicals, bubbling",n,n,desk,y,n,n,m,don't know,P,NAV88,n,n,n,n,n,n,y,y,n,n,chemical,n,n,workbench,y,n,n,m,don't know,N
Navarrete,NAV89,y,y,n,y,n,y,n,n,n,n,"dna, chemicals, bubbling, gum, love poison",n,n,"desk, shelves",y,n,n,m,don't know,"P, S",NAV89,n,n,n,n,n,n,y,n,n,n,?,n,n,table,y,n,n,m,don't know,"N (,S?)",NAV89,n,n,n,n,n,n,y,n,n,y ,"horse, sugar",n,n,n,y,n,n,m,don't know,N
Navarrete,NAV90,y,n,n,n,n,n,y,n,n,n,"plasma ball, perfume, acid, chemicals",n,n,desk,y,n,n,m,don't know,P,NAV90,y,n,n,n,n,n,n,n,n,n,"beaker, strawberries, acid",n,n,desk,n,n,n,m,don't know,N,NAV90,n,n,n,n,n,n,n,n,n,n,"energy, electricity, glowing orb",n,n,n,n,y(can't tell),n,f,don't know,P
Navarrete,NAV91,n,y,n,n,n,y,y,n,n,n,"sink, explosion, chemicals",n,n,"desk, sink",y,n,n,both,don't know,P,NAV91,n,n,n,n,n,n,y,n,n,n,"ball, liquid nitrogen, chemicals, bubbling,sun",n,n,desk,y,n,n,f,don't know,P,NAV91,n,n,n,n,n,n,y,n,n,n,"chemicals, exploding, volcano, science fair, outdoors, sun clouds",n,n,table ,y,n,n,f,don't know,P
Navarrete,NAV92,n,y,n,n,y,n,n,n,n,n,"frankstein monsters, evil mad scientist, hero",n,n,table,n,n,n,m,don't know,"E,S",NAV92,n,y,n,n,y,n,n,n,n,n,"frankenstein monster, mad scientist archetype, torch",n,n,n,n,n,n,m,don't know,"S,E",NAV92,n,n,n,n,n,n,n,n,n,n,"robot, ""turbo toilet 2000""",n,n,n,n,y(robot),n,m,don't know,S
Navarrete,NAV93,n,n,n,n,n,n,n,y,n,n,parasites,n,n,desk,n,n,n,m,don't know,P,NAV93,n,n,n,n,n,n,y,n,n,n,"chemicals, bubbling, safety suit?, sun clouds outdoors",n,n,n,y,n,n,m,don't know,P,NAV93,n,n,n,n,n,n,n,n,n,y,"liquid nitrogen, dewar, racquetball, metal plate, lion in cup",n,n,workbench,n,n,n,m,don't know,"P,S"
Navarrete,NAV94,y,y,n,n,n,n,y,n,n,n,"chemicals, time machine, equations, e=mc^2, 2kc=l^49, graduated cylinder",n,n,desk,y,y (time machine),n,m,don't know,"E,P",NAV94,y,n,n,n,n,n,y,n,n,n,"chemicals, dry ice, claws/cutting mechanical arms",n,n,desk,y,y (claws/sawing mechanical arms),n,m,don't know,"E,P",NAV94,y,y,n,n,n,n,n,n,n,n,"fire, smoke, dry ice frozen gun",n,n,n,n,n,"y(""freezer gun"")",m,don't know,"P,E"
Navarrete,NAV95,n,n,n,n,n,n,n,n,n,n,"t rex fossil, archaeology",n,n,n,n,n,n,m,don't know,P,NAV95,n,n,n,n,n,n,n,n,n,n,"t rex fossil, archaeology",n,n,n,n,n,n,m,don't know,P,NAV95,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV96,y,y,n,n,n,n,y,n,n,n,"volcano, chemicals",n,n,desk,y,n,n,m,don't know,P,NAV96,y,y,n,n,n,n,y,n,n,n,"water, dry ice, bubbling, vapor",n,n,desk,n,n,n,m,don't know,P,NAV96,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV97,n,y,y,n,y,y,n,n,n,n,"mushrooms, sun, ",n,n,desk,n,n,n,m,don't know,"E,P",NAV97,n,y,n,y,n,y,n,y,n,n,"rock, paper",n,n,desk,n,n,y(can't tell),f,don't know,P,NAV97,n,n,n,y,n,n,n,n,n,n,"drinks, vinegar, mixing, rock salt, exploding, notes, disco light",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV98,n,n,n,n,n,y,n,n,n,n,"beaker or graduated cylinder, chemicals, acids",n,n,desk,y,n,n,m,don't know,P,NAV98,n,n,n,n,n,n,n,n,n,n,"rocks, 3 types, writing",n,n,desk,n,n,n,m,don't know,P,NAV98,n,n,n,n,n,n,n,n,n,n,"diamonds, mining, hazmat suit?, digging tool, underground",n,n,n,n,n,n,m,don't know,P
Navarrete,NAV99,y,y,n,n,n,n,n,n,n,n,"butterflies, caterpillars, cocooning, magnifying glass, stages of butterfly",n,n,desk,n,n,n,m,don't know,P,NAV99,y,n,n,n,n,y,y,n,n,n,"chemicals, vapor, bubbling, cautions, diagram, minerals",n,n,desk,y,n,n,f,don't know,P,NAV99,n,y,n,n,n,n,y,n,n,n,"chemicals, bubbling, cold water, ball, skull box",n,n,table,y,n,n,m,don't know,P
Navarrete,NAV100*,n,n,n,n,n,y,y,n,n,n,"museum, joint",n,n,desk,n,n,n,both,don't know,N,NAV100,y,y,n,n,n,y,y,n,n,n,"vapor, chemical reaction",n,n,desk,y,n,n,f,don't know,P,NAV100*,n,n,n,n,n,y,y,n,n,n,"papers, chalkboard, bubbling, chemical",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV101,n,n,n,n,n,n,n,n,n,n,"magnifying glass, 3 rocks",n,n,desk,n,n,n,m,don't know,P,NAV101,n,n,n,n,n,n,n,n,n,n,"museum, fossils, dinosaurs",n,n,n,n,n,n,m,don't know,P,NAV101,n,n,n,n,n,n,n,n,n,n,"outdoors, meteor, trees, sun, lab",n,n,n,n,n,n,m,don't know,P
Navarrete,NAV102,n,n,n,n,y,n,y,n,n,n,"potions, mixing, vapor/smoke, devil, sinister",n,n,desk,y,n,n,m,don't know,S,NAV102,n,n,n,n,n,n,y,n,n,n,chemicals,n,n,n,y,n,n,f,don't know,N,NAV102,n,n,y,n,y,n,n,n,n,n,"rocket, television screen, plans",n,n,n,n,y(rocket),n,m,don't know,"E,P"
Navarrete,NAV103,y,n,n,n,n,n,y,y,n,n,"bubbling, chemicals, graduated cylinder, scientific method",y,n,desk,y,n,n,m,don't know,P,NAV103,y,n,n,n,n,n,n,n,n,n,"volcano, explosion, underground/tunnel",n,n,n,n,n,n,m,don't know,P,NAV103,n,y,n,n,n,n,y,y,n,n,"apple, cancer cure",n,n,table,y,n,n,m,don't know,P
Navarrete,NAV104,y,y,n,n,y,n,n,y,n,n,"gum, dna, lazer machine, computer",n,n,"desk, shelf",n,y(computer),y(lazer machine),m,don't know,"E,P",NAV104,n,y,n,n,y,n,y,n,n,n,"potion, chemicals, tentacle of octopus, lasers, explosion",n,n,desk,y,n,y(lasers),m,don't know,E,NAV104,n,y,n,n,y,y,y,n,n,y,"rats, chemicals, ""kaboom"", crab, explosion, vapor",n,n,table,y,n,n,m,don't know,E 
Navarrete,NAV105,n,n,n,n,n,y,y,y,n,n,"magnifying glass, chemicals, mixing",y,n,"desk, shelves",y,n,n,f,don't know,P,NAV105,n,n,n,n,n,y,y,n,n,n,"chemicals, supplies, light bulbs",y,n,"desk, shelves",y,n,n,f,don't know ,P,NAV105,n,y,n,n,n,n,y,n,n,n,"pot, liquid nitrogen, racquetballs, dropping/shattering",n,n,table,y,n,n,m,don't know,P
Navarrete,NAV106,y,n,n,n,n,n,y,n,n,n,"chemicals, distillation setup, equations/numbers",n,n,desk,y,n,n,f,don't know,P,NAV106,n,n,n,n,n,n,n,n,n,n,"nature, flowers, rain, umbrella, wildlife observation",n,n,n,n,n,n,f,don't know,P,NAV106,y,y,n,n,n,n,n,n,n,n,"van de graaff, electricity, hair rising",n,n,table,n,y(van de graaff),n,m,don't know,P (S?)
Navarrete,NAV107,n,n,n,n,n,y,y,n,n,n,"chemicals, bubbling, eletricity, water",n,n,desk,y,n,n,f,don't know,P,NAV107,n,n,n,n,n,n,n,n,n,n,"wires, light bulbs, experiments, museum, batteries",n,n,desk,n,n,n,f,don't know,P,NAV107,n,n,n,n,n,n,n,n,n,n,"lightbulbs on, power socket, wire, electricity",n,n,workbench,n,n,y(can't tell),f,don't know,P
Navarrete,NAV108,n,n,n,n,n,n,y,n,n,n,"robot, explosions",n,n,desk,y,y(robots),n,m,don't know,P,NAV108,n,n,n,n,n,n,y,n,n,n,"robot raptors, school, museum, bubbling",n,n,desk,y,y(robots),n,m,don't know,P,NAV108,n,n,n,n,n,n,n,n,n,n,"dino robot, building",n,n,n,n,y(robot),n,m,don't know,P
Navarrete,NAV109,n,y,n,n,n,n,y,n,n,n,"chemicals, bubbling, clouds, sun",n,n,desk,y,n,n,f,don't know,P,NAV109,n,n,n,n,n,n,y,n,n,n,"chemicals, bubbling, ooutside, sun, seagulls ball",n,n,desk,y,n,n,f,don't know,P,NAV109,n,n,n,n,n,n,n,n,n,n,"beaker, liquid nitrogen, outdoors, sun",n,n,table,y,n,n,f,don't know,P
Navarrete,NAV110,y,n,n,n,n,n,n,n,n,n,"ufo, pig alien, mutant, boots, hoverboard, rocket boots, lightbulb, hamster wheel",n,n,n,n,n,"y(hoverboard, rocket boots,)",m,don't know,P,NAV110,y,n,n,n,y,y,y,n,n,n,"van de graaff, chemicals, bubbling",n,n,desk,y,n,n,m,don't know,"E,P",NAV110,y,n,n,y,n,n,n,n,n,n,"notes, periodic table, meteor outside",n,n,desk,n,n,n,m,don't know,N
Navarrete,NAV111,y,n,n,n,n,n,n,n,n,n,"computer, crystals",n,n,desk,n,y(computer),n,f,don't know,P,NAV111,y,n,n,n,n,n,n,n,n,n,"computer, crystals",n,n,desk,n,y(computer),n,f,don't know,P,NAV111,n,y,n,n,n,n,n,n,n,n,"clipboard, rocket, smoke, outdoors, sun",n,n,n,n,y(rocket),n,f,don't know,P
Navarrete,NAV112,n,y,n,n,n,n,n,n,n,n,"ball, experiment, clas",n,n,desk,n,n,n,both,don't know,P,NAV112,n,n,n,n,n,n,n,n,n,n,"graduated cylinder, liquid nitrogen, dry ice",n,n,desk,n,n,n,both,don't know,P,NAV112,y,n,n,n,n,n,y,n,n,n,"bubbling, chemicals, pouring, beakers",n,n,desk,y,n,n,f,don't know,P
Navarrete,NAV113,n,n,n,n,n,n,y,n,n,n,"robots, chemicals, beakers, graudated cylinders",n,n,desk,y,y(robots),n,m,don't know,P,NAV113,n,n,n,n,n,n,y,n,n,n,"rocket, chemicals, mirror",n,n,desk,y,y(rocket),n,m,don't know,P,NAV113,n,n,n,n,n,n,n,n,n,n,"rocket, rocket fuel, alligator? robot?",n,n,n,n,y(rocket),n,m,don't know,P
Navarrete,NAV114,n,n,n,n,n,y,y,n,n,n,"plants, bugs, butterflies, chemicals, clam",n,n,"desk,shelves",y,n,n,none drawn,don't know,P,NAV114,n,n,n,n,n,n,y,n,n,n,"graduated cylinder, beakers, chemicals, plants",n,n,"desk,shelves",y,n,n,f,don't know,P,NAV114,y,n,n,n,n,y,y,n,n,n,"class, chemicals, potions",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV115,y,n,n,n,n,n,y,n,n,n,chemicals,n,n,n,y,n,n,m,don't know,N,NAV115,n,n,n,n,n,n,y,n,n,n,"bubbling, water, creature, night, moon",n,n,n,y,n,n,m,don't know,"N,S",NAV115,no secondary post data ,,,,,,,,,,,,,,,,,,,
Bologna ,BGA1,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,BGA1,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,N,BGA1,n,n,n,n,n,y,y,n,n,n,"bubbling, fumes, chemicals",n,n,desk,y,n,n,m/f,don't know,N
Bologna ,BGA2,y,y,n,n,y,n,n,n,n,n,"light bulbs, light ball",n,n,desk,n,n,n,f,don't know,P,BGA2,n,n,n,n,n,n,n,n,n,n,"light bulb, static electricity",n,n,desk,n,van der Graff generator,,f,don't know,P,BGA2,y,n,n,n,n,n,n,n,n,n,"outdoors, van de graaff",n,n,desk,n,y(van de graaff),n,f,don't know,P
Bologna ,BGA3,n,n,n,y,n,y,y,n,n,n,machine that allows you to see air,n,n,desk,y,n,n,f,don't know,P,BGA3,n,n,n,n,n,y,y,n,n,n,dry ice,n,n,desk,y,n,n,f,don't know,P,BGA3,y,y,n,n,n,n,y,n,n,n,"chemicals, beaker, fizzing, explosion",n,n,desk,y,n,n,f,don't know,P
Bologna ,BGA4,n,n,n,n,n,y,y,n,n,y (experimenting on humans),"light bulbs, elements",n,n,desk,y,y (a machine to keep a guy alive),n,m,don't know,N,BGA4,n,n,n,n,n,n,n,n,n,n,time machine,n,n,n,n,n,n,m,don't know,P,BGA4,n,n,n,n,n,n,y,n,n,n,"fish, fumes",n,n,desk,y,n,n,can't tell,don't know,N
Bologna ,BGA5,n,n,n,n,n,y,y,n,n,y,critter bath,n,n,desk,y,n,n,m,don't know,E,BGA5,n,n,n,n,y,y,y,n,n,y,critter bath,n,n,desk,y,n,n,m,don't know,"E,P",BGA5,no secondary post data ,,,,,,,,,,,,,,,,,,,
Bologna ,BGA6,n,n,n,n,y,n,y,n,n,n,person in a jar,n,n,desk,n,n,n,"m (but person only has a head, no body)",don't know,E,BGA6,n,n,n,n,n,n,n,n,n,n,alien/robot?,n,n,n,n,n,n,m,don't know,E,BGA6,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,m,don't know,E
Bologna ,BGA7,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,N,BGA7,y,n,n,n,n,y,y,n,n,n,beaker,n,n,desk,y,n,n,f,don't know,P,BGA7,n,n,n,n,n,y,n,n,n,n,"chemicals, mixing, beakers",n,n,desk,y,n,n,f,don't know,P
Bologna ,BGA8,y,n,n,n,y,y,n,n,n,n,"test tube holder, explosion",n,n,desk,y,n,n,f,don't know,E,BGA8,n,y,n,n,n,n,y,n,n,n,explosion,n,n,n,n,n,n,f,don't know,N,BGA8,n,n,n,n,n,y,n,n,n,n,"chemicals, mixing, goggles",n,n,desk,y,n,n,m/f,don't know,P
Bologna ,BGA9,n,n,n,n,n,n,n,n,n,y,camera,n,n,n,n,n,n,m,don't know,N,BGA9,n,n,n,n,n,n,n,n,n,y,"animal habitat, paper, pencil on paper",n,n,desk,n,n,n,no person drawn,no person drawn,N,BGA9,n,n,n,n,n,y,n,n,n,n,chemicals,n,n,n,y,n,n,m,don't know,N
Bologna ,BGA10,n,n,n,n,n,n,n,n,n,n,"graveyard, church",n,n,n,n,n,n,m,don't know,N,BGA10,n,n,n,n,n,n,n,n,n,n,knife,n,n,n,n,n,n,m (i think? represented as a clown),don't know,S,BGA10,y,n,n,n,y,n,n,n,n,y,bird,n,n,n,n,n,n,m,don't know,S
Bologna ,BGA11,n,n,n,n,n,n,y,n,n,n,"bunch of different types of machines, fan",n,n,desk,y,n,n,m,don't know,"E, P",BGA11,n,n,n,n,n,n,y,n,n,y,bunch of different sorts of machines,n,n,desk,y,n,n,m,don't know,E,BGA11,n,n,n,n,n,n,y,n,n,n,"chemicals, mixing, outdoors, incubation tank, lamp",n,n,desk,y,n,n,m,don't know,P
Bologna ,BGA12,n,n,n,n,n,n,n,n,n,n,pictures of flowers,n,n,desk,n,n,n,f,don't know,N,BGA12,n,n,n,n,n,n,n,n,n,n,Eiffel tower,n,n,"desk, bathroom",n,n,n,f,don't know,P,BGA12,n,n,n,y,n,n,n,n,n,n,"pencil, notes",n,n,desk,n,n,n,m,don't know,N
Bologna ,BGA13,y,y,n,y,n,n,n,n,n,n,"telescope, light bulb, controls",n,n,desk,n,n,n,f,don't know,N,BGA13,n,y,n,n,n,n,y,n,n,n,van der Graff generator,n,n,desk,y,n,n,f,don't know,P,BGA13,y,n,n,n,n,n,n,n,n,n,electricity,n,n,n,n,y,n,m,don't know,P
Bologna ,BGA14,n,n,n,n,y,y,y,n,n,n,explosions,n,n,desk,y,n,n,m,don't know,P,BGA14,n,n,n,n,y,y,y,n,n,n,"beakers, graduated cylinders",n,n,desk,y,n,n,m,don't know,"E,P",BGA14,n,n,n,n,n,y,y,n,n,n,"distallation setup, chemicals, bubbling, magnet",n,y,desk,y,n,n,f,don't know,P
Bologna ,BGA15,n,n,n,n,n,y,y,n,n,n,volcano,n,n,desk,y,n,n,m,don't know,N,BGA15,n,n,n,n,n,y,y,n,n,n,cold and hot stuff,n,n,desk,y,n,n,m,don't know,P,BGA15,n,y,n,n,n,n,n,n,n,n,"balloon, static electricity, outdoors",n,n,desk,n,n,n,m,don't know,P
Bologna ,BGA16,n,n,n,n,n,y,y,y,n,y,n,n,n,desk,y,n,n,f,don't know,P,BGA16,n,y,n,n,n,y,y,y,n,y,n,n,n,desk,y,n,n,f,don't know,P,BGA16,y,y,n,n,n,n,n,n,n,n,"sphere, snow, infection",n,n,desk,n,y(computer),n,f,don't know,P
Bologna ,BGA17,n,n,n,n,n,y,y,n,n,n,"unicorn dust, magical spray, sirer sprinkles, black dust",n,n,desk,y,n,n,f,don't know,E,BGA17,n,n,n,n,n,y,y,n,n,n,"scale, fan",n,n,desk,y,n,n,f,don't know,P,BGA17,n,y,n,n,n,n,y,n,n,n,"gum, chemicals, fumes",n,n,desk,y,n,n,f,don't know,P
