School ,Subjects,lab coat,eyeglasses,facial hair,pencil/pen in pocket,unkempt appearance,test tubes,flasks,microscope,bunsen burner,experimental animals,other (symbols of research),books,filing cabinets,other (symbols of knowledge),solutions in glassware,machines,other (signs of technology),scientist gender,scientist race,overall appearance of scientist,Subjectspost,plab coat,peyeglasses,pfacial hair,ppencil/pen in pocket,punkempt appearance,ptest tubes,pflasks,pmicroscope,pbunsen burner,pexperimental animals,pother (symbols of research),pbooks,pfiling cabinets,pother (symbols of knowledge),psolutions in glassware,pmachines,pother (signs of technology),pscientist gender,pscientist race,poverall appearance of scientist,Subjectspostpost,pplab coat,ppeyeglasses,ppfacial hair,pppencil/pen in pocket,ppunkempt appearance,pptest tubes,ppflasks,ppmicroscope,ppbunsen burner,ppexperimental animals,ppother (symbols of research),ppbooks,ppfiling cabinets,ppother (symbols of knowledge),ppsolutions in glassware,ppmachines,ppother (signs of technology),ppscientist gender,ppscientist race,ppoverall appearance of scientist
Hartford ,H1-1,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H1-1,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H1-1,n,y,n,n,n,n,y,n,n,n,"facemask, volcano, eruption",n,n,desk,n,n,n,m,don't know,N
Hartford ,H1-2,y,y,n,n,n,y,y,y,n,n,n,n,y,n,y,n,n,f,white,P,H1-2,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,white,E,H1-2,y,y,n,n,n,n,y,n,n,n,"bubbling over, chemicals, frozen raqueteball, hammer, geodes, eiffel tower",n,n,desk,y,n,n,f,don't know,P
Hartford ,H1-3,n,n,n,n,yes (no body drawn),n,n,n,n,n,n,n,y,n,n,y (computer),n,f,hispanic,N,H1-3,n,n,n,n,n,y,y,n,n,y,n,n,y,desk,y,y (computer),n,f,hispanic,P,H1-3,n,n,n,n,n,n,y,n,n,n,"bubbling, vinegar, soap",n,n,desk,y,n,n,f,don't know,P
Hartford ,H1-4,n,n,n,n,n,n,y,y,n,n,n,n,n,desk,n,n,n,f,don't know,P,H1-4,y,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,H1-4,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H1-5,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,n,n,n,f,don't know,N,H1-5,n,n,n,n,n,y,y,n,n,n,n,n,n,"desk, whiteboard",y,y but can't really tell what it is,n,f,don't know,P,H1-5,y,y,n,n,n,n,n,n,n,n,"outdoors, butterflies, magnifying glass, flowers, caterpillars",n,n,n,n,n,n,f,don't know,P
Hartford ,H1-6,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,volcano,m,white,P,H1-6,n,n,n,n,y,n,y,n,n,y,n,n,n,desk,n,y (rocket),n,m,don't know,E,H1-6,n,y,y,n,n,n,y,n,n,y,pig,n,n,desk,n,n,n,m,don't know,N
Hartford ,H1-7,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,white,N,H1-7,y,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,white,N,H1-7,n,n,n,n,n,n,y,n,n,n,"gas cloud, chemicals, outdoors ",n,n,desk,y,n,n,f,don't know,P
Hartford ,H1-8,n,n,n,n,y,y,n,n,n,n,n,n,n,desk,y,y (computer),acid + lava = ?,m,don't know,E,H1-8,n,n,n,n,y,y,n,n,n,n,n,n,n,desk,y,y (computer),n,m,don't know,P,H1-8,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H1-9,y,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,y (fridge),n,m,white,N,H1-9,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,white,N,H1-9,n,n,n,n,n,n,y,n,n,n,,n,n,desk,n,n,n,m,don't know,N
Hartford ,H1-10,n,n,n,n,y,y,n,n,n,n,n,n,n,desk,n,n,n,f,don't know,E ,H1-10,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,H1-10,n,n,n,n,n,n,n,n,n,n,bottles of chemicals/stuff,n,n,desk,n,n,n,f,don't know,N
Hartford ,H1-11,n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,y (computer),n,m,Latino,N,H1-11,n,n,n,n,y,y,y,n,n,n,n,n,n,desk,y,y (computer),n,m,don't know,N,H1-11,n,n,n,n,y,y,y,n,n,n,"computer, chemicals, basketball court, dancing",n,n,desk,y,n,n,m,don't know,P
Hartford ,H1-12,y,y,n,n,n,y,y,n,n,n,whiteboard,n,n,desk,y,n,n,m,Asian,P,H1-12,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,Asian,P,H1-12,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,f,don't know,N,H2 (drawings averaged) ,n,n,n,y,y,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H2 (drawings averaged) ,n,n,n,y,n,y,y,n,n,n,"filtratrion system, chemicals, making milk, solar panels",y,n,"bookshelf, desk",y,n,y (solar panels),m,don't know,P
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H2 (drawings averaged) ,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,m,don't know,N,H2 (drawings averaged) ,n,y,n,n,y,n,y,n,n,n,"chemicals, vapor, einstein-esque",n,n,desk,y,n,n,m,don't know,E
Hartford ,H2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,no person drawn ,no person drawn,N,H2 (drawings averaged) ,y,y,n,n,n,y,n,n,n,n,"multiplication tables, science posters",n,y,n,y,n,n,m,don't know,P,H2 (drawings averaged) ,y,n,n,n,n,n,y,n,n,n,"vapor, ""potions"", equations",n,n,desk,y,n,n,m,don't know,P
Hartford ,H2 (drawings averaged) ,n,n,n,n,y,n,n,n,n,n,"rocket, wand,sun",n,n,n,n,n,n,m,don't know,E,H2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,don't know,don't know,N,H2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,"sink, beakers, explosion, chemicals",n,n,"desk, cabinets",y,n,n,m,don't know,N
Hartford ,H2 (drawings averaged) ,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,m,don't know,N,H2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,wrench,n,n,desk,n,y (car),n,f,don't know,N,H2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,"goggles, chemicals",n,n,desk,y,n,n,m,don't know,P
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,H2 (drawings averaged) ,y,n (anime eyes),n,y,n,y,y,n,n,n,n,n,n,desk,n,n,n,f,don't know,N,H2 (drawings averaged) ,y,n,n,n,n,n,y,n,n,n,"goggles, chemicals, bubbles/bubbling, volcano",n,n,desk,y,n,n,f,don't know,P
Hartford ,H2 (drawings averaged) ,y,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,n,n,f,don't know,P,H2 (drawings averaged) ,y,y,n,n,n,y,n,n,n,n,volcano,n,y,desks,y,n,n,both,don't know,P,H2 (drawings averaged) ,n,n,n,y,n,n,n,n,n,n,"models of cars, parachutes, pie chart, clipboard",n,n,desk,n,n,n,f,don't know,P
Hartford ,H2 (drawings averaged) ,y,n,n,n,n,y,n,n,n,n,sink,n,n,n,y,phone,n,both (drew two scientists),don't know,P,H2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,plants,n,n,"desk, chair, shelves",n,n,n,both (multiple scientists drawn),don't know,P,H2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H2 (drawings averaged) ,n,y,n,y,n,n,y,n,n,n,some thing exploding out of a beaker,n,n,desk,n,n,n,both (drew two scientists),don't know,P,H2 (drawings averaged) ,n,y,n,n,n,n,n,n,n,n,flying people,n,n,desk,n,machine that makes people fly,n,both (two scientists drawn),don't know,P,H2 (drawings averaged) ,y,y,n ,n ,n ,n ,n ,n ,n ,n ,"snakes, outdoors",n ,n ,n ,n ,n ,n ,f,don't know,P
Hartford ,H2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,"rocket, wand,sun",n,n,desk,n,n,n,both (drew two scientists),don't know,P,H2 (drawings averaged) ,y,n,n,n,n,y,n,n,n,n,"big ball of something, nig bottle",n,n,desk,y, n,n,f,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,y,n,y,n,n,n,n,n,n,desk,n,n,n,m,don't know,N,H2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,n,spiderman and his webs,n,n,desk,n,n,n,m,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,n,n,n,n,n,y,n,n,n,volcano,n,n,desk ,n,n,n,both (drew two scientists),don't know,P,H2 (drawings averaged) ,y,n,n,n,n,y,y,n,n,n,volcano looking thing,n,n,desk,y,n,n,f,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,n,n,y,n,n,n,n,n ,n,desk,y,n,n,f,white,P,H2 (drawings averaged) ,n,y,n,n,n,y,y,y,n,n,n,n,n,desk,y,n,n,m,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,n,nn,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,H2 (drawings averaged) ,n,y,n,n,n,n,n,n,n,n,"ice cream, some sort of machine putting something in something else",n,n,n,n,some machine with an onn off switch,n,both (two scientists drawn),don't know,N,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,n,volcano,n,n,desk,y,n,n,both (drew two scientists),don't know,N,H2 (drawings averaged) ,n,n,n,n,y,n,n,n,n,n,n,n,n,easel,n,n,n,f,don't know,E/S,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,n,n,y,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,H2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,n,"dry ice, van der Graff generator, light bulbs",n,n,desk,y,n,n,f,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,H2 (drawings averaged) ,n,y,n,n,n,n,n,n,n,n,van der Graff generator,n,n,desk,n,n,n,f,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,n,n,n,n,n,"tools to build car, car",n,n,"desk,shelves",n,n,n,both (drew two scientists),don't know,N,H2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,n,n,y,"desk, shelves",y,n,n,f,don't know,P,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,H2 (drawings averaged) ,n,n,n,n,y,n,y,n,n,n,brains,n,n,desk,y,n,n,m,don't know,N,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,y,n,n,n,n,sun,n,n,desk,n,n,n,m,don't know,P,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,n,n,n,y,n,y,n,n,n,explosion,n,n,"desk, shelves",y,n,n,m,don't know,E,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,y,explosion,n,n,desk,y,n,n,f,white,S,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,"volcano, magnifying glass",n,n,desk,y,n,n,f,don't know,P,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,y,n,n,n,desk,n,n,n,m,don't know,S,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,borax,n,y,"desk, shelves",y,n,n,f,don't know,P,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H2 (drawings averaged) ,y,n,n,n,n,y,y,n,n,n,colorful window,n,n,"desk, sink",n,n,n, both (drew two people),don't know,P,H2 (drawings averaged) ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,NaN ,H2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,y,y,n,n,n,n,n,n,n,n,volcano,n,n,cart,y,n,n,m,don't know,p,P2 (drawings averaged) ,n,y,n,y,n,y,y,n,n,n,n,n,y,n,y,n,n,f,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,volcano,n,n,desk,y,n,n,f,don't know,n,P2 (drawings averaged) ,y,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,y,y,n,y,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,n,P2 (drawings averaged) ,n,y,n,n,n,n,y,n,n,n,n,n,y,desk,y,n,n,don't know,don't know,s,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,y,y,n,n,n,y,n,n,n,n,n,n,n,desk,y,n,n,f,white,p,P2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,x-ray machine,n,m,don't know,n,P2 (drawings averaged) ,n,y,n,n,n,n,y,n,n,n,n,n,n,desk,y,windmill,n,f,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,y,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,don't know,don't know,n,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,don't know,n,P2 (drawings averaged) ,y,y,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,f,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,y,n,n,y,n,n,n,n,n,n,n,n,desk,n,n,n,m,don't know,s,P2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,n,"dry ice, explosives",n,n,desk,n,glow ball,n,f,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,don't know,don't know,s,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,hot ice,n,n,desk,n,n,n,don't know,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,y,n,y,y,y,n,n,n,n,n,n,desk,y,n,n,don't know,don't know,s,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,glow ball,n,f,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,n,n,m,white,p,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,"freeze ray, shrink ray",n,m,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,P2 (drawings averaged) ,n,n,n,n,n,n,y,n,n,y,electricity,n,y,n,y,n,conducting rod,m,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,m,don't know,n,P2 (drawings averaged) ,y,n,y,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,n,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,P2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,glow ball,n,m,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,"vending machine, computer, clock",n,m,don't know,n,P2 (drawings averaged) ,n,y,n,n,n,n,y,n,n,n,n,n,n,desk,n,n,n,f,don't know,p,P2 (drawings averaged) ,no secondary post data ,,,,,,,,,,,,,,,,,,,
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,m,don't know,n,P2 (drawings averaged) ,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,m,don't know,p,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,big-inater,n,don't know,don't know,n,P2 (drawings averaged) ,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,n,n,n,don't know,don't know,e,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,n,n,n,whiteboard,y,n,n,don't know,don't know,p,P2 (drawings averaged) ,n,n,y,n,y,n,n,n,n,n,n,n,n,desk,n,microphone,n,m,don't know,s/e,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,robot,n,f,don't know,n,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,"electricity, light",n,n,desk,n,light bulbs,n,f,don't know,p,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,"robotic arms, control panel",n,m,don't know,n,P2 (drawings averaged) ,n,y,y,n,n,n,n,n,n,n,electricity,n,n,desk,n,glow ball,n,m,don't know,p,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,n,y,n,n,y,y,n,n,y,n,n,n,desk,n,n,n,m,don't know,s/e,P2 (drawings averaged) ,y,y,n,n,n,n,y,n,n,n,sink,n,y,desk,y,fume hood,n,m,don't know,p,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,robot,n,don't know,don't know,s,P2 (drawings averaged) ,n,n,n,n,n,n,n,n,n,n,electricity,n,n,desk,n,glow ball,n,f,don't know,n,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patterson ,P2 (drawings averaged) ,n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,P2 (drawings averaged) ,n,n,n,n,n,y,y,n,n,n,plants,n,n,desk,y,n,n,don't know,don't know,p,P2 (drawings averaged) ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hartford ,H4-1,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,both (drew two scientists),white,N,H4-1,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,m,don't know,N,H4-1,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H4-2,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,white,P,H4-2,n,n,n,n,n,n,y,n,n,n,"includes things like bowl, stick, glue, slime, etc.",n,n,desk,y,n,n,f,don't know,N,H4-2,n,n,n,n,n,n,y,n,n,n,gas/vapor,n,n,desk,y,n,n,f,don't know,P
Hartford ,H4-3,y ( hazmat suit),n,n,n,y,y,y,n,n,n,centrifuge,n,n,desk,y,n,n,don't know,don't know,E,H4-3,y(hazmat suit),n,n,n,n,n,y,n,n,centrifuge?,n,n,n,desk,y,n,n,don't know,don't know,P,H4-3,n,n,n,n,n,y,n,n,n,n,"beaker, bubbling, liquid nitrogen, hazmat suit",n,n,desk,n,n,n,can't tell,don't know,P
Hartford ,H4-4,n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,N,H4-4,y,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don’t know,P,H4-4,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H4-5,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,f,maybe Asian,P,H4-5,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,f,Maybe Asian,P,H4-5,no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford ,H4-6,n,n,n,n,y,n,y,n,n,n,n,n,n,"desk, lightbulb",y,n,n,m,don't know,E,H4-6,n,n,n,n,y,n,n,n,n,n,volcano,n,n,desk,n,n,n,m,don't know,E,H4-6,n,n,n,n,y,n,y,n,n,n,"beaker, smoke",n,n,desk,y,n,n,m,don't know,"E,N"
Hartford ,H4-7,n,n,n,n,y,n,y,n,n,n,n,n,n,"desk, lightbulb",n,n,n,m,don't know,N,H4-7,n,n,n,n,n,n,y,n,n,n,n,n,n,"desk, lightbulb",n,n,n,f,don’t know,N,H4-7,n,n,n,n,n,n,y,n,n,n,"lamp, ",n,n,table,n,n,n,f,don't know,N
